machine_clears.memory_ordering, 0x2c3
misalign_mem_ref.load_page_split, 0x213
misalign_mem_ref.store_page_split, 0x413
itlb.miss, 0x481
mem_uops_retired.dtlb_miss, 0x13d0
mem_uops_retired.dtlb_miss_loads, 0x11d0
mem_uops_retired.dtlb_miss_stores, 0x12d0
page_walks.cycles, 0x305
page_walks.d_side_cycles, 0x105
page_walks.i_side_cycles, 0x205
cycles_div_busy.fpdiv, 0x2cd
machine_clears.fp_assist, 0x4c3
uops_retired.fpdiv, 0x8c2
fetch_stall.all, 0x86
fetch_stall.itlb_fill_pending_cycles, 0x186
hw_interrupts.masked, 0x2cb
hw_interrupts.pending_and_masked, 0x4cb
hw_interrupts.received, 0x1cb
baclears.all, 0x1e6
baclears.cond, 0x10e6
baclears.return, 0x8e6
decode_restriction.predecode_wrong, 0x1e9
icache.accesses, 0x380
icache.hit, 0x180
icache.misses, 0x280
ms_decoded.ms_entry, 0x1e7
br_inst_retired.all_branches, 0xc4
br_inst_retired.all_taken_branches, 0x80c4
br_inst_retired.call, 0xf9c4
br_inst_retired.far_branch, 0xbfc4
br_inst_retired.ind_call, 0xfbc4
br_inst_retired.jcc, 0x7ec4
br_inst_retired.non_return_ind, 0xebc4
br_inst_retired.rel_call, 0xfdc4
br_inst_retired.return, 0xf7c4
br_inst_retired.taken_jcc, 0xfec4
br_misp_retired.all_branches, 0xc5
br_misp_retired.ind_call, 0xfbc5
br_misp_retired.jcc, 0x7ec5
br_misp_retired.non_return_ind, 0xebc5
br_misp_retired.return, 0xf7c5
br_misp_retired.taken_jcc, 0xfec5
cpu_clk_unhalted.core_p, 0x3c
cpu_clk_unhalted.ref, 0x13c
cycles_div_busy.all, 0xcd
cycles_div_busy.idiv, 0x1cd
inst_retired.any_p, 0xc0
issue_slots_not_consumed.any, 0xca
issue_slots_not_consumed.recovery, 0x2ca
issue_slots_not_consumed.resource_full, 0x1ca
ld_blocks.4k_alias, 0x403
ld_blocks.all_block, 0x1003
ld_blocks.data_unknown, 0x103
ld_blocks.store_forward, 0x203
ld_blocks.utlb_miss, 0x803
machine_clears.all, 0xc3
machine_clears.disambiguation, 0x8c3
machine_clears.smc, 0x1c3
uops_issued.any, 0xe
uops_not_delivered.any, 0x9c
uops_retired.any, 0xc2
uops_retired.idiv, 0x10c2
uops_retired.ms, 0x1c2
core_reject_l2q.all, 0x31
dl1.dirty_eviction, 0x151
fetch_stall.icache_fill_pending_cycles, 0x286
l2_reject_xq.all, 0x30
longest_lat_cache.miss, 0x412e
longest_lat_cache.reference, 0x4f2e
mem_load_uops_retired.dram_hit, 0x80d1
mem_load_uops_retired.hitm, 0x20d1
mem_load_uops_retired.l1_hit, 0x1d1
mem_load_uops_retired.l1_miss, 0x8d1
mem_load_uops_retired.l2_hit, 0x2d1
mem_load_uops_retired.l2_miss, 0x10d1
mem_load_uops_retired.wcb_hit, 0x40d1
mem_uops_retired.all, 0x83d0
mem_uops_retired.all_loads, 0x81d0
mem_uops_retired.all_stores, 0x82d0
mem_uops_retired.lock_loads, 0x21d0
mem_uops_retired.split, 0x43d0
mem_uops_retired.split_loads, 0x41d0
mem_uops_retired.split_stores, 0x42d0
offcore_response, 0x1b7
offcore_response.any_data_rd.l2_hit, 0x1b7
offcore_response.any_data_rd.l2_miss.any, 0x1b7
offcore_response.any_data_rd.l2_miss.hitm_other_core, 0x1b7
offcore_response.any_data_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.any_data_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.any_pf_data_rd.l2_hit, 0x1b7
offcore_response.any_pf_data_rd.l2_miss.any, 0x1b7
offcore_response.any_pf_data_rd.l2_miss.hitm_other_core, 0x1b7
offcore_response.any_pf_data_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.any_pf_data_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.any_read.l2_hit, 0x1b7
offcore_response.any_read.l2_miss.any, 0x1b7
offcore_response.any_read.l2_miss.hitm_other_core, 0x1b7
offcore_response.any_read.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.any_read.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.any_request.any_response, 0x1b7
offcore_response.any_request.l2_hit, 0x1b7
offcore_response.any_request.l2_miss.hitm_other_core, 0x1b7
offcore_response.any_request.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.any_request.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.any_rfo.l2_hit, 0x1b7
offcore_response.any_rfo.l2_miss.any, 0x1b7
offcore_response.any_rfo.l2_miss.hitm_other_core, 0x1b7
offcore_response.any_rfo.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.any_rfo.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.bus_locks.any_response, 0x1b7
offcore_response.corewb.l2_hit, 0x1b7
offcore_response.corewb.l2_miss.any, 0x1b7
offcore_response.corewb.l2_miss.hitm_other_core, 0x1b7
offcore_response.corewb.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.corewb.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.demand_code_rd.l2_hit, 0x1b7
offcore_response.demand_code_rd.l2_miss.any, 0x1b7
offcore_response.demand_code_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.demand_code_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.demand_code_rd.outstanding, 0x1b7
offcore_response.demand_data_rd.l2_hit, 0x1b7
offcore_response.demand_data_rd.l2_miss.any, 0x1b7
offcore_response.demand_data_rd.l2_miss.hitm_other_core, 0x1b7
offcore_response.demand_data_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.demand_data_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.demand_data_rd.outstanding, 0x1b7
offcore_response.demand_rfo.l2_hit, 0x1b7
offcore_response.demand_rfo.l2_miss.any, 0x1b7
offcore_response.demand_rfo.l2_miss.hitm_other_core, 0x1b7
offcore_response.demand_rfo.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.demand_rfo.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.demand_rfo.outstanding, 0x1b7
offcore_response.full_streaming_stores.l2_hit, 0x1b7
offcore_response.full_streaming_stores.l2_miss.any, 0x1b7
offcore_response.full_streaming_stores.l2_miss.hitm_other_core, 0x1b7
offcore_response.full_streaming_stores.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.full_streaming_stores.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.partial_reads.l2_miss.any, 0x1b7
offcore_response.partial_streaming_stores.l2_hit, 0x1b7
offcore_response.partial_streaming_stores.l2_miss.any, 0x1b7
offcore_response.partial_streaming_stores.l2_miss.hitm_other_core, 0x1b7
offcore_response.partial_streaming_stores.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.partial_streaming_stores.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.partial_writes.l2_miss.any, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit, 0x1b7
offcore_response.pf_l1_data_rd.l2_miss.any, 0x1b7
offcore_response.pf_l1_data_rd.l2_miss.hitm_other_core, 0x1b7
offcore_response.pf_l1_data_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.pf_l1_data_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.pf_l2_data_rd.l2_hit, 0x1b7
offcore_response.pf_l2_data_rd.l2_miss.any, 0x1b7
offcore_response.pf_l2_data_rd.l2_miss.hitm_other_core, 0x1b7
offcore_response.pf_l2_data_rd.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.pf_l2_data_rd.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.pf_l2_rfo.l2_hit, 0x1b7
offcore_response.pf_l2_rfo.l2_miss.any, 0x1b7
offcore_response.pf_l2_rfo.l2_miss.hitm_other_core, 0x1b7
offcore_response.pf_l2_rfo.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.pf_l2_rfo.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
offcore_response.streaming_stores.l2_hit, 0x1b7
offcore_response.streaming_stores.l2_miss.any, 0x1b7
offcore_response.sw_prefetch.l2_hit, 0x1b7
offcore_response.sw_prefetch.l2_miss.any, 0x1b7
offcore_response.sw_prefetch.l2_miss.hitm_other_core, 0x1b7
offcore_response.sw_prefetch.l2_miss.hit_other_core_no_fwd, 0x1b7
offcore_response.sw_prefetch.l2_miss.snoop_miss_or_no_snoop_needed, 0x1b7
